[2016-03-29 11:44:31] test_CustomizedOrders.py [Test Case:Test_CustomizedOrders] [line:19]INFO:~~~订制订单模块测试~~~
[2016-03-29 11:44:31] test_Measure_Data.py [Test Case:test_Measure_Data] [line:29]INFO:~~~商品档案模块测试~~~
[2016-03-29 11:44:31] test_Measure_WorkOrder.py [Test Case:test_Measure_WorkOrder] [line:35]INFO:~~~量体工单模块测试~~~
[2016-03-29 11:44:31] test_MemberInformation.py [Test Case:Test_MemberInformation] [line:22]INFO:~~~会员信息模块测试~~~
[2016-03-29 11:44:35] test_CustomizedOrders.py [Test Case:test_0CommoditySeason_check] [line:149]INFO:开始执行用例...
[2016-03-29 11:44:39] test_CustomizedOrders.py [Test Case:to_CommodityOrder] [line:47]INFO:等待页面刷新···
[2016-03-29 11:44:43] test_CustomizedOrders.py [Test Case:to_CommodityOrder] [line:49]INFO:刷新完成！！！
[2016-03-29 11:44:48] test_CustomizedOrders.py [Test Case:tearDown] [line:456]INFO:该条用例执行完毕！！！
[2016-03-29 11:44:52] test_CustomizedOrders.py [Test Case:test_1search_by_OrderDate] [line:172]INFO:开始执行用例...
[2016-03-29 11:44:56] test_CustomizedOrders.py [Test Case:to_CommodityOrder] [line:47]INFO:等待页面刷新···
[2016-03-29 11:45:03] test_CustomizedOrders.py [Test Case:to_CommodityOrder] [line:49]INFO:刷新完成！！！
[2016-03-29 11:45:11] test_CustomizedOrders.py [Test Case:tearDown] [line:456]INFO:该条用例执行完毕！！！
[2016-03-29 11:45:15] test_CustomizedOrders.py [Test Case:test_2search_by_TheOrderNumber] [line:229]INFO:开始执行用例...
[2016-03-29 11:45:19] test_CustomizedOrders.py [Test Case:to_CommodityOrder] [line:47]INFO:等待页面刷新···
[2016-03-29 11:45:23] test_CustomizedOrders.py [Test Case:to_CommodityOrder] [line:49]INFO:刷新完成！！！
[2016-03-29 11:45:31] test_CustomizedOrders.py [Test Case:tearDown] [line:456]INFO:该条用例执行完毕！！！
[2016-03-29 11:45:39] test_CustomizedOrders.py [Test Case:to_CommodityOrder] [line:47]INFO:等待页面刷新···
[2016-03-29 11:45:43] test_CustomizedOrders.py [Test Case:to_CommodityOrder] [line:49]INFO:刷新完成！！！
[2016-03-29 11:45:51] test_CustomizedOrders.py [Test Case:tearDown] [line:456]INFO:该条用例执行完毕！！！
[2016-03-29 11:45:55] test_CustomizedOrders.py [Test Case:test_4search_by_TheOrderStatus] [line:288]INFO:开始执行用例...
[2016-03-29 11:46:00] test_CustomizedOrders.py [Test Case:to_CommodityOrder] [line:47]INFO:等待页面刷新···
[2016-03-29 11:46:03] test_CustomizedOrders.py [Test Case:to_CommodityOrder] [line:49]INFO:刷新完成！！！
[2016-03-29 11:46:12] test_CustomizedOrders.py [Test Case:tearDown] [line:456]INFO:该条用例执行完毕！！！
[2016-03-29 11:46:17] test_CustomizedOrders.py [Test Case:test_5search_by_PaymentStatus] [line:323]INFO:开始执行用例...
[2016-03-29 11:46:21] test_CustomizedOrders.py [Test Case:to_CommodityOrder] [line:47]INFO:等待页面刷新···
[2016-03-29 11:46:24] test_CustomizedOrders.py [Test Case:to_CommodityOrder] [line:49]INFO:刷新完成！！！
[2016-03-29 11:46:34] test_CustomizedOrders.py [Test Case:tearDown] [line:456]INFO:该条用例执行完毕！！！
[2016-03-29 11:46:39] test_CustomizedOrders.py [Test Case:test_6search_by_TheConsignee] [line:366]INFO:开始执行用例...
[2016-03-29 11:46:43] test_CustomizedOrders.py [Test Case:to_CommodityOrder] [line:47]INFO:等待页面刷新···
[2016-03-29 11:46:46] test_CustomizedOrders.py [Test Case:to_CommodityOrder] [line:49]INFO:刷新完成！！！
[2016-03-29 11:46:55] test_CustomizedOrders.py [Test Case:tearDown] [line:456]INFO:该条用例执行完毕！！！
[2016-03-29 11:46:59] test_CustomizedOrders.py [Test Case:test_7search_by_ConsigneePhone] [line:396]INFO:开始执行用例...
[2016-03-29 11:47:04] test_CustomizedOrders.py [Test Case:to_CommodityOrder] [line:47]INFO:等待页面刷新···
[2016-03-29 11:47:07] test_CustomizedOrders.py [Test Case:to_CommodityOrder] [line:49]INFO:刷新完成！！！
[2016-03-29 11:47:15] test_CustomizedOrders.py [Test Case:tearDown] [line:456]INFO:该条用例执行完毕！！！
[2016-03-29 11:47:20] test_CustomizedOrders.py [Test Case:test_8search_by_Store] [line:428]INFO:开始执行用例...
[2016-03-29 11:47:24] test_CustomizedOrders.py [Test Case:to_CommodityOrder] [line:47]INFO:等待页面刷新···
[2016-03-29 11:47:27] test_CustomizedOrders.py [Test Case:to_CommodityOrder] [line:49]INFO:刷新完成！！！
[2016-03-29 11:47:35] test_CustomizedOrders.py [Test Case:tearDown] [line:456]INFO:该条用例执行完毕！！！
[2016-03-29 11:48:00] test_Measure_Data.py [Test Case:tearDown] [line:256]INFO:该条用例执行完毕！！！
[2016-03-29 11:48:12] test_Measure_Data.py [Test Case:tearDown] [line:256]INFO:该条用例执行完毕！！！
[2016-03-29 11:48:26] test_Measure_Data.py [Test Case:tearDown] [line:256]INFO:该条用例执行完毕！！！
[2016-03-29 11:48:42] test_Measure_Data.py [Test Case:tearDown] [line:256]INFO:该条用例执行完毕！！！
[2016-03-29 11:49:08] test_Measure_Data.py [Test Case:tearDown] [line:256]INFO:该条用例执行完毕！！！
[2016-03-29 11:49:28] test_Measure_Data.py [Test Case:tearDown] [line:256]INFO:该条用例执行完毕！！！
[2016-03-29 11:49:33] test_Measure_WorkOrder.py [Test Case:test_0add_WorkOrder] [line:144]INFO:开始执行测试...
[2016-03-29 11:49:37] test_Measure_WorkOrder.py [Test Case:to_measureWorkOrder] [line:709]INFO:等待页面刷新···
[2016-03-29 11:49:41] test_Measure_WorkOrder.py [Test Case:to_measureWorkOrder] [line:711]INFO:刷新完成！！！
[2016-03-29 11:49:47] test_Measure_WorkOrder.py [Test Case:test_0add_WorkOrder] [line:162]INFO:等待页面刷新···
[2016-03-29 11:49:47] test_Measure_WorkOrder.py [Test Case:test_0add_WorkOrder] [line:164]INFO:刷新完成！！！
[2016-03-29 11:50:03] test_Measure_WorkOrder.py [Test Case:tearDown] [line:718]INFO:该条用例执行完毕！！！
[2016-03-29 11:50:07] test_Measure_WorkOrder.py [Test Case:test_1look_WorkOrder] [line:279]INFO:开始执行测试...
[2016-03-29 11:50:11] test_Measure_WorkOrder.py [Test Case:to_measureWorkOrder] [line:709]INFO:等待页面刷新···
[2016-03-29 11:50:15] test_Measure_WorkOrder.py [Test Case:to_measureWorkOrder] [line:711]INFO:刷新完成！！！
[2016-03-29 11:50:21] test_Measure_WorkOrder.py [Test Case:tearDown] [line:718]INFO:该条用例执行完毕！！！
[2016-03-29 11:50:26] test_Measure_WorkOrder.py [Test Case:test_2search_ByWorkOrder] [line:327]INFO:开始执行测试...
[2016-03-29 11:50:30] test_Measure_WorkOrder.py [Test Case:to_measureWorkOrder] [line:709]INFO:等待页面刷新···
[2016-03-29 11:50:33] test_Measure_WorkOrder.py [Test Case:to_measureWorkOrder] [line:711]INFO:刷新完成！！！
[2016-03-29 11:50:40] test_Measure_WorkOrder.py [Test Case:tearDown] [line:718]INFO:该条用例执行完毕！！！
[2016-03-29 11:50:45] test_Measure_WorkOrder.py [Test Case:test_3search_ByAppointmentTime] [line:341]INFO:开始执行测试...
[2016-03-29 11:50:48] test_Measure_WorkOrder.py [Test Case:to_measureWorkOrder] [line:709]INFO:等待页面刷新···
[2016-03-29 11:50:55] test_Measure_WorkOrder.py [Test Case:to_measureWorkOrder] [line:711]INFO:刷新完成！！！
[2016-03-29 11:51:04] test_Measure_WorkOrder.py [Test Case:tearDown] [line:718]INFO:该条用例执行完毕！！！
[2016-03-29 11:51:09] test_Measure_WorkOrder.py [Test Case:test_4search_By_AppointmentStore] [line:399]INFO:开始执行测试
[2016-03-29 11:51:13] test_Measure_WorkOrder.py [Test Case:to_measureWorkOrder] [line:709]INFO:等待页面刷新···
[2016-03-29 11:51:16] test_Measure_WorkOrder.py [Test Case:to_measureWorkOrder] [line:711]INFO:刷新完成！！！
[2016-03-29 11:51:24] test_Measure_WorkOrder.py [Test Case:tearDown] [line:718]INFO:该条用例执行完毕！！！
[2016-03-29 11:51:28] test_Measure_WorkOrder.py [Test Case:test_5search_ByMeasureWay] [line:428]INFO:开始执行测试...
[2016-03-29 11:51:32] test_Measure_WorkOrder.py [Test Case:to_measureWorkOrder] [line:709]INFO:等待页面刷新···
[2016-03-29 11:51:35] test_Measure_WorkOrder.py [Test Case:to_measureWorkOrder] [line:711]INFO:刷新完成！！！
[2016-03-29 11:51:43] test_Measure_WorkOrder.py [Test Case:tearDown] [line:718]INFO:该条用例执行完毕！！！
[2016-03-29 11:51:47] test_Measure_WorkOrder.py [Test Case:test_6search_ByMeasureMaster] [line:456]INFO:开始执行测试...
[2016-03-29 11:51:51] test_Measure_WorkOrder.py [Test Case:to_measureWorkOrder] [line:709]INFO:等待页面刷新···
[2016-03-29 11:51:54] test_Measure_WorkOrder.py [Test Case:to_measureWorkOrder] [line:711]INFO:刷新完成！！！
[2016-03-29 11:52:02] test_Measure_WorkOrder.py [Test Case:tearDown] [line:718]INFO:该条用例执行完毕！！！
[2016-03-29 11:52:07] test_Measure_WorkOrder.py [Test Case:test_7search_ByMeasureState] [line:486]INFO:开始执行测试...
[2016-03-29 11:52:10] test_Measure_WorkOrder.py [Test Case:to_measureWorkOrder] [line:709]INFO:等待页面刷新···
[2016-03-29 11:52:14] test_Measure_WorkOrder.py [Test Case:to_measureWorkOrder] [line:711]INFO:刷新完成！！！
[2016-03-29 11:52:21] test_Measure_WorkOrder.py [Test Case:tearDown] [line:718]INFO:该条用例执行完毕！！！
[2016-03-29 11:52:25] test_Measure_WorkOrder.py [Test Case:test_8search_ByDressPerson] [line:511]INFO:开始执行测试...
