[2016-04-11 15:43:04] test_OfflinePromotion.py [Test Case:test_OfflinePromotion] [line:28]INFO:~~~线下促销模块测试~~~
[2016-04-11 15:43:04] test_OfflinePromotion.py [Test Case:<module>] [line:1165]INFO:test_OnlinePromotion start--
[2016-04-11 15:43:12] test_OfflinePromotion.py [Test Case:to_OfflinePromotion] [line:54]INFO:等待页面刷新···
[2016-04-11 15:43:14] test_OfflinePromotion.py [Test Case:to_OfflinePromotion] [line:56]INFO:刷新完成！！！
[2016-04-11 15:43:31] test_OfflinePromotion.py [Test Case:clickButton] [line:158]INFO:保存成功！
[2016-04-11 15:43:35] test_OfflinePromotion.py [Test Case:test_0add_Promotion] [line:281]INFO:刷新~~~
[2016-04-11 15:43:36] test_OfflinePromotion.py [Test Case:tearDown] [line:1155]INFO:该条用例执行执行完毕！！！
[2016-04-11 15:43:46] test_OfflinePromotion.py [Test Case:to_OfflinePromotion] [line:54]INFO:等待页面刷新···
[2016-04-11 15:43:47] test_OfflinePromotion.py [Test Case:to_OfflinePromotion] [line:56]INFO:刷新完成！！！
[2016-04-11 15:44:10] test_OfflinePromotion.py [Test Case:tearDown] [line:1155]INFO:该条用例执行执行完毕！！！
[2016-04-11 15:44:19] test_OfflinePromotion.py [Test Case:to_OfflinePromotion] [line:54]INFO:等待页面刷新···
[2016-04-11 15:44:21] test_OfflinePromotion.py [Test Case:to_OfflinePromotion] [line:56]INFO:刷新完成！！！
[2016-04-11 15:44:31] test_OfflinePromotion.py [Test Case:tearDown] [line:1155]INFO:该条用例执行执行完毕！！！
[2016-04-11 15:44:41] test_OfflinePromotion.py [Test Case:to_OfflinePromotion] [line:54]INFO:等待页面刷新···
[2016-04-11 15:44:42] test_OfflinePromotion.py [Test Case:to_OfflinePromotion] [line:56]INFO:刷新完成！！！
[2016-04-11 15:44:47] test_OfflinePromotion.py [Test Case:tearDown] [line:1155]INFO:该条用例执行执行完毕！！！
[2016-04-11 15:44:56] test_OfflinePromotion.py [Test Case:to_OfflinePromotion] [line:54]INFO:等待页面刷新···
[2016-04-11 15:44:57] test_OfflinePromotion.py [Test Case:to_OfflinePromotion] [line:56]INFO:刷新完成！！！
[2016-04-11 15:45:06] test_OfflinePromotion.py [Test Case:tearDown] [line:1155]INFO:该条用例执行执行完毕！！！
[2016-04-11 15:45:16] test_OfflinePromotion.py [Test Case:to_OfflinePromotion] [line:54]INFO:等待页面刷新···
[2016-04-11 15:45:17] test_OfflinePromotion.py [Test Case:to_OfflinePromotion] [line:56]INFO:刷新完成！！！
[2016-04-11 15:45:23] test_OfflinePromotion.py [Test Case:tearDown] [line:1155]INFO:该条用例执行执行完毕！！！
[2016-04-11 15:45:32] test_OfflinePromotion.py [Test Case:to_OfflinePromotion] [line:54]INFO:等待页面刷新···
[2016-04-11 15:45:33] test_OfflinePromotion.py [Test Case:to_OfflinePromotion] [line:56]INFO:刷新完成！！！
[2016-04-11 15:45:38] test_OfflinePromotion.py [Test Case:tearDown] [line:1155]INFO:该条用例执行执行完毕！！！
[2016-04-11 15:45:47] test_OfflinePromotion.py [Test Case:to_OfflinePromotion] [line:54]INFO:等待页面刷新···
[2016-04-11 15:45:48] test_OfflinePromotion.py [Test Case:to_OfflinePromotion] [line:56]INFO:刷新完成！！！
[2016-04-11 15:46:01] test_OfflinePromotion.py [Test Case:edit_Promotion] [line:550]INFO:等待界面刷新~~~
[2016-04-11 15:46:01] test_OfflinePromotion.py [Test Case:edit_Promotion] [line:553]INFO:刷新完成！！！
[2016-04-11 15:46:01] test_OfflinePromotion.py [Test Case:tearDown] [line:1155]INFO:该条用例执行执行完毕！！！
[2016-04-11 15:46:10] test_OfflinePromotion.py [Test Case:to_OfflinePromotion] [line:54]INFO:等待页面刷新···
[2016-04-11 15:46:11] test_OfflinePromotion.py [Test Case:to_OfflinePromotion] [line:56]INFO:刷新完成！！！
[2016-04-11 15:46:24] test_OfflinePromotion.py [Test Case:edit_Promotion] [line:550]INFO:等待界面刷新~~~
[2016-04-11 15:46:24] test_OfflinePromotion.py [Test Case:edit_Promotion] [line:553]INFO:刷新完成！！！
[2016-04-11 15:46:25] test_OfflinePromotion.py [Test Case:test_8modify_AddRedemption_com] [line:578]INFO:等待界面刷新~~~
[2016-04-11 15:46:25] test_OfflinePromotion.py [Test Case:test_8modify_AddRedemption_com] [line:581]INFO:刷新完成！！！
[2016-04-11 15:46:28] test_OfflinePromotion.py [Test Case:Delete_And_Add_Assert] [line:81]INFO:保存成功！
[2016-04-11 15:46:36] test_OfflinePromotion.py [Test Case:Delete_And_Add_Assert] [line:81]INFO:保存成功！
[2016-04-11 15:46:37] test_OfflinePromotion.py [Test Case:tearDown] [line:1155]INFO:该条用例执行执行完毕！！！
[2016-04-11 15:46:47] test_OfflinePromotion.py [Test Case:to_OfflinePromotion] [line:54]INFO:等待页面刷新···
[2016-04-11 15:46:48] test_OfflinePromotion.py [Test Case:to_OfflinePromotion] [line:56]INFO:刷新完成！！！
[2016-04-11 15:47:01] test_OfflinePromotion.py [Test Case:edit_Promotion] [line:550]INFO:等待界面刷新~~~
[2016-04-11 15:47:01] test_OfflinePromotion.py [Test Case:edit_Promotion] [line:553]INFO:刷新完成！！！
[2016-04-11 15:47:13] test_OfflinePromotion.py [Test Case:Delete_And_Add_Assert] [line:81]INFO:保存成功！
[2016-04-11 15:47:15] test_OfflinePromotion.py [Test Case:tearDown] [line:1155]INFO:该条用例执行执行完毕！！！
[2016-04-11 15:47:24] test_OfflinePromotion.py [Test Case:to_OfflinePromotion] [line:54]INFO:等待页面刷新···
[2016-04-11 15:47:26] test_OfflinePromotion.py [Test Case:to_OfflinePromotion] [line:56]INFO:刷新完成！！！
[2016-04-11 15:47:38] test_OfflinePromotion.py [Test Case:edit_Promotion] [line:550]INFO:等待界面刷新~~~
[2016-04-11 15:47:38] test_OfflinePromotion.py [Test Case:edit_Promotion] [line:553]INFO:刷新完成！！！
[2016-04-11 15:47:41] test_OfflinePromotion.py [Test Case:Delete_And_Add_Assert] [line:73]INFO:删除成功
[2016-04-11 15:47:42] test_OfflinePromotion.py [Test Case:tearDown] [line:1155]INFO:该条用例执行执行完毕！！！
[2016-04-11 15:47:51] test_OfflinePromotion.py [Test Case:to_OfflinePromotion] [line:54]INFO:等待页面刷新···
[2016-04-11 15:47:52] test_OfflinePromotion.py [Test Case:to_OfflinePromotion] [line:56]INFO:刷新完成！！！
[2016-04-11 15:48:05] test_OfflinePromotion.py [Test Case:edit_Promotion] [line:550]INFO:等待界面刷新~~~
