[2016-04-12 11:28:18] test_CustomizedOrders.py [Test Case:Test_CustomizedOrders] [line:19]INFO:~~~订制订单模块测试~~~
[2016-04-12 11:28:18] test_Measure_Data.py [Test Case:test_Measure_Data] [line:29]INFO:~~~商品档案模块测试~~~
[2016-04-12 11:28:18] test_Measure_WorkOrder.py [Test Case:test_Measure_WorkOrder] [line:35]INFO:~~~量体工单模块测试~~~
[2016-04-12 11:28:18] test_MemberInformation.py [Test Case:Test_MemberInformation] [line:22]INFO:~~~会员信息模块测试~~~
[2016-04-12 11:28:23] test_CustomizedOrders.py [Test Case:test_0CommoditySeason_check] [line:145]INFO:开始执行用例...
[2016-04-12 11:28:27] test_CustomizedOrders.py [Test Case:to_CommodityOrder] [line:47]INFO:等待页面刷新···
[2016-04-12 11:28:32] test_CustomizedOrders.py [Test Case:to_CommodityOrder] [line:49]INFO:刷新完成！！！
[2016-04-12 11:28:37] test_CustomizedOrders.py [Test Case:tearDown] [line:452]INFO:该条用例执行完毕！！！
[2016-04-12 11:28:41] test_CustomizedOrders.py [Test Case:test_1search_by_OrderDate] [line:168]INFO:开始执行用例...
[2016-04-12 11:28:46] test_CustomizedOrders.py [Test Case:to_CommodityOrder] [line:47]INFO:等待页面刷新···
[2016-04-12 11:28:51] test_CustomizedOrders.py [Test Case:to_CommodityOrder] [line:49]INFO:刷新完成！！！
[2016-04-12 11:29:00] test_CustomizedOrders.py [Test Case:tearDown] [line:452]INFO:该条用例执行完毕！！！
[2016-04-12 11:29:05] test_CustomizedOrders.py [Test Case:test_2search_by_TheOrderNumber] [line:225]INFO:开始执行用例...
[2016-04-12 11:29:10] test_CustomizedOrders.py [Test Case:to_CommodityOrder] [line:47]INFO:等待页面刷新···
[2016-04-12 11:29:14] test_CustomizedOrders.py [Test Case:to_CommodityOrder] [line:49]INFO:刷新完成！！！
[2016-04-12 11:29:24] test_CustomizedOrders.py [Test Case:tearDown] [line:452]INFO:该条用例执行完毕！！！
[2016-04-12 11:29:32] test_CustomizedOrders.py [Test Case:to_CommodityOrder] [line:47]INFO:等待页面刷新···
[2016-04-12 11:29:37] test_CustomizedOrders.py [Test Case:to_CommodityOrder] [line:49]INFO:刷新完成！！！
[2016-04-12 11:29:46] test_CustomizedOrders.py [Test Case:tearDown] [line:452]INFO:该条用例执行完毕！！！
[2016-04-12 11:29:51] test_CustomizedOrders.py [Test Case:test_4search_by_TheOrderStatus] [line:284]INFO:开始执行用例...
[2016-04-12 11:29:55] test_CustomizedOrders.py [Test Case:to_CommodityOrder] [line:47]INFO:等待页面刷新···
[2016-04-12 11:30:00] test_CustomizedOrders.py [Test Case:to_CommodityOrder] [line:49]INFO:刷新完成！！！
[2016-04-12 11:30:10] test_CustomizedOrders.py [Test Case:tearDown] [line:452]INFO:该条用例执行完毕！！！
[2016-04-12 11:30:15] test_CustomizedOrders.py [Test Case:test_5search_by_PaymentStatus] [line:319]INFO:开始执行用例...
[2016-04-12 11:30:19] test_CustomizedOrders.py [Test Case:to_CommodityOrder] [line:47]INFO:等待页面刷新···
[2016-04-12 11:30:23] test_CustomizedOrders.py [Test Case:to_CommodityOrder] [line:49]INFO:刷新完成！！！
[2016-04-12 11:30:36] test_CustomizedOrders.py [Test Case:tearDown] [line:452]INFO:该条用例执行完毕！！！
[2016-04-12 11:30:40] test_CustomizedOrders.py [Test Case:test_6search_by_TheConsignee] [line:362]INFO:开始执行用例...
[2016-04-12 11:30:44] test_CustomizedOrders.py [Test Case:to_CommodityOrder] [line:47]INFO:等待页面刷新···
[2016-04-12 11:30:49] test_CustomizedOrders.py [Test Case:to_CommodityOrder] [line:49]INFO:刷新完成！！！
[2016-04-12 11:30:59] test_CustomizedOrders.py [Test Case:tearDown] [line:452]INFO:该条用例执行完毕！！！
[2016-04-12 11:31:04] test_CustomizedOrders.py [Test Case:test_7search_by_ConsigneePhone] [line:392]INFO:开始执行用例...
[2016-04-12 11:31:08] test_CustomizedOrders.py [Test Case:to_CommodityOrder] [line:47]INFO:等待页面刷新···
[2016-04-12 11:31:13] test_CustomizedOrders.py [Test Case:to_CommodityOrder] [line:49]INFO:刷新完成！！！
[2016-04-12 11:31:22] test_CustomizedOrders.py [Test Case:tearDown] [line:452]INFO:该条用例执行完毕！！！
[2016-04-12 11:31:27] test_CustomizedOrders.py [Test Case:test_8search_by_Store] [line:424]INFO:开始执行用例...
[2016-04-12 11:31:31] test_CustomizedOrders.py [Test Case:to_CommodityOrder] [line:47]INFO:等待页面刷新···
[2016-04-12 11:31:36] test_CustomizedOrders.py [Test Case:to_CommodityOrder] [line:49]INFO:刷新完成！！！
[2016-04-12 11:31:45] test_CustomizedOrders.py [Test Case:tearDown] [line:452]INFO:该条用例执行完毕！！！
[2016-04-12 11:32:15] test_Measure_Data.py [Test Case:tearDown] [line:259]INFO:该条用例执行完毕！！！
[2016-04-12 11:32:33] test_Measure_Data.py [Test Case:tearDown] [line:259]INFO:该条用例执行完毕！！！
[2016-04-12 11:32:55] test_Measure_Data.py [Test Case:tearDown] [line:259]INFO:该条用例执行完毕！！！
[2016-04-12 11:33:16] test_Measure_Data.py [Test Case:tearDown] [line:259]INFO:该条用例执行完毕！！！
[2016-04-12 11:33:47] test_Measure_Data.py [Test Case:tearDown] [line:259]INFO:该条用例执行完毕！！！
[2016-04-12 11:34:12] test_Measure_Data.py [Test Case:tearDown] [line:259]INFO:该条用例执行完毕！！！
[2016-04-12 11:34:16] test_Measure_WorkOrder.py [Test Case:test_0add_WorkOrder] [line:137]INFO:开始执行测试...
[2016-04-12 11:34:20] test_Measure_WorkOrder.py [Test Case:to_measureWorkOrder] [line:705]INFO:等待页面刷新···
[2016-04-12 11:34:30] test_Measure_WorkOrder.py [Test Case:to_measureWorkOrder] [line:707]INFO:刷新完成！！！
[2016-04-12 11:34:37] test_Measure_WorkOrder.py [Test Case:test_0add_WorkOrder] [line:157]INFO:等待页面刷新···
[2016-04-12 11:34:38] test_Measure_WorkOrder.py [Test Case:test_0add_WorkOrder] [line:159]INFO:刷新完成！！！
[2016-04-12 11:35:01] test_Measure_WorkOrder.py [Test Case:tearDown] [line:714]INFO:该条用例执行完毕！！！
[2016-04-12 11:35:06] test_Measure_WorkOrder.py [Test Case:test_1look_WorkOrder] [line:275]INFO:开始执行测试...
[2016-04-12 11:35:09] test_Measure_WorkOrder.py [Test Case:to_measureWorkOrder] [line:705]INFO:等待页面刷新···
[2016-04-12 11:35:20] test_Measure_WorkOrder.py [Test Case:to_measureWorkOrder] [line:707]INFO:刷新完成！！！
[2016-04-12 11:35:56] test_Measure_WorkOrder.py [Test Case:tearDown] [line:714]INFO:该条用例执行完毕！！！
[2016-04-12 11:36:00] test_Measure_WorkOrder.py [Test Case:test_2search_ByWorkOrder] [line:323]INFO:开始执行测试...
