[2016-04-11 19:00:28] test_CustomizedOrders.py [Test Case:Test_CustomizedOrders] [line:19]INFO:~~~订制订单模块测试~~~
[2016-04-11 19:00:28] test_Measure_Data.py [Test Case:test_Measure_Data] [line:29]INFO:~~~商品档案模块测试~~~
[2016-04-11 19:00:29] test_Measure_WorkOrder.py [Test Case:test_Measure_WorkOrder] [line:35]INFO:~~~量体工单模块测试~~~
[2016-04-11 19:00:29] test_MemberInformation.py [Test Case:Test_MemberInformation] [line:22]INFO:~~~会员信息模块测试~~~
[2016-04-11 19:00:29] test_AdvertisingTheme.py [Test Case:test_AdvertisingTheme] [line:33]INFO:~~~广告主题模块测试~~~
[2016-04-11 19:00:29] test_BOMManage.py [Test Case:test_BOMManager] [line:32]INFO:~~~BOM管理模块测试~~~
[2016-04-11 19:00:29] test_ColorGroup.py [Test Case:test_ColorGroup] [line:28]INFO:~~~颜色组模块测试~~~
[2016-04-11 19:00:29] test_ColorSetting.py [Test Case:test_ColorSetting] [line:30]INFO:~~~颜色配置模块测试~~~
[2016-04-11 19:00:29] test_CommodityFile.py [Test Case:test_CommodityFile] [line:25]INFO:~~~商品档案模块测试~~~
[2016-04-11 19:00:29] test_CommoditySort.py [Test Case:test_CommoditySort] [line:29]INFO:~~~商品类别模块测试~~~
[2016-04-11 19:00:29] test_MeasureItem.py [Test Case:test_MeasureItem] [line:30]INFO:~~~量体项目模块测试~~~
[2016-04-11 19:00:29] test_SizeSetting.py [Test Case:test_SizeSetting] [line:29]INFO:~~~尺码配置模块测试~~~
[2016-04-11 19:00:29] test_SKUSet.py [Test Case:test_SKUSet] [line:28]INFO:~~~SKU设置模块测试~~~
[2016-04-11 19:00:29] test_ConstantSetting.py [Test Case:test_ConstantSetting] [line:32]INFO:~~~常数配置模块测试~~~
[2016-04-11 19:00:29] test_CustomExpress.py [Test Case:test_CustomExpress] [line:26]INFO:~~~自定义快递模块测试~~~
[2016-04-11 19:00:29] test_DefaultExpress.py [Test Case:test_DefaultExpress] [line:31]INFO:~~~默认快递模块测试~~~
[2016-04-11 19:00:29] test_Device.py [Test Case:test_Device] [line:29]INFO:~~~设备信息模块测试~~~
[2016-04-11 19:00:29] test_EmployeeInfo.py [Test Case:test_EmployeeInfo] [line:43]INFO:~~~人员信息模块测试~~~
[2016-04-11 19:00:29] test_Organization.py [Test Case:test_Organization] [line:28]INFO:~~~销售组织管理模块测试~~~
[2016-04-11 19:00:29] test_RoleInfo.py [Test Case:test_RoleInfo] [line:31]INFO:~~~商品类别模块测试~~~
[2016-04-11 19:00:29] test_UserInformation.py [Test Case:test_UserInformation] [line:29]INFO:~~~用户信息模块测试~~~
[2016-04-11 19:00:29] test_OfflinePromotion.py [Test Case:test_OfflinePromotion] [line:28]INFO:~~~线下促销模块测试~~~
[2016-04-11 19:00:29] test_OfflinePromotionRelation.py [Test Case:test_OfflinePromotionRelation] [line:24]INFO:~~~线下促销关系模块测试~~~
[2016-04-11 19:00:29] test_OnlinePromotion.py [Test Case:test_OnlinePromotion] [line:29]INFO:~~~线上促销模块测试~~~
[2016-04-11 19:00:29] test_OnlinePromotionRelation.py [Test Case:test_OlinePromotionRelation] [line:32]INFO:~~~线上促销关系模块测试~~~
[2016-04-11 19:00:45] test_CustomizedOrders.py [Test Case:test_0CommoditySeason_check] [line:145]INFO:开始执行用例...
[2016-04-11 19:01:49] test_AdvertisingTheme.py [Test Case:tearDown] [line:380]INFO:该条用例执行完毕！！！
[2016-04-11 19:04:00] test_CustomizedOrders.py [Test Case:to_CommodityOrder] [line:47]INFO:等待页面刷新···
